PostalCode,Province,City,Latitude,Longitude,AreaCode,TimeZone,DST
A5A 0K5,NL,Georges Brook-Milton,48.165495,-53.961024,709,-0330,Y
A5A 0K6,NL,Georges Brook-Milton,48.165495,-53.961024,709,-0330,Y
A5A 0K7,NL,Georges Brook-Milton,48.165495,-53.961024,709,-0330,Y
A5A 0K8,NL,Georges Brook-Milton,48.165495,-53.961024,709,-0330,Y
A5A 0K9,NL,Georges Brook-Milton,48.165495,-53.961024,709,-0330,Y
A5A 0L1,NL,Georges Brook-Milton,48.165495,-53.961024,709,-0330,Y
A5A 0L2,NL,Georges Brook-Milton,48.165495,-53.961024,709,-0330,Y
A5A 0L3,NL,Georges Brook-Milton,48.165495,-53.961024,709,-0330,Y
A5A 0L4,NL,Georges Brook-Milton,48.165495,-53.961024,709,-0330,Y
A5A 0L5,NL,Georges Brook-Milton,48.165495,-53.961024,709,-0330,Y
A5A 0L6,NL,Georges Brook-Milton,48.165495,-53.961024,709,-0330,Y
A5A 0L7,NL,Georges Brook-Milton,48.165495,-53.961024,709,-0330,Y
A5A 0L8,NL,Clarenville,48.16461,-53.978446,709,-0330,Y
A5A 0L9,NL,Clarenville,48.16461,-53.978446,709,-0330,Y
A5A 0M1,NL,Clarenville,48.16461,-53.978446,709,-0330,Y
A5A 0M2,NL,Clarenville,48.16461,-53.978446,709,-0330,Y
A5A 0M3,NL,Clarenville,48.16461,-53.978446,709,-0330,Y
A5A 0M4,NL,Clarenville,48.16461,-53.978446,709,-0330,Y
A5A 0M5,NL,Clarenville,48.16461,-53.978446,709,-0330,Y
A5A 1A1,NL,Clarenville,48.165495,-53.961024,709,-0330,Y
A5A 1A2,NL,Clarenville,48.150622,-53.956066,709,-0330,Y
A5A 1A3,NL,Clarenville,48.14982,-53.956464,709,-0330,Y
A5A 1A4,NL,Clarenville,48.159717,-53.965983,709,-0330,Y
A5A 1A5,NL,Clarenville,48.151612,-53.964298,709,-0330,Y
A5A 1A7,NL,Clarenville,48.156491,-53.959497,709,-0330,Y
A5A 1A8,NL,Clarenville,48.156051,-53.961529,709,-0330,Y
A5A 1A9,NL,Clarenville,48.156491,-53.959497,709,-0330,Y
A5A 1B1,NL,Clarenville,48.155472,-53.960616,709,-0330,Y
A5A 1B2,NL,Clarenville,48.153201,-53.959357,709,-0330,Y
A5A 1B3,NL,Clarenville,48.152578,-53.960469,709,-0330,Y
A5A 1B4,NL,Clarenville,48.153201,-53.959357,709,-0330,Y
A5A 1B5,NL,Clarenville,48.155168,-53.955992,709,-0330,Y
A5A 1B6,NL,Clarenville,48.154147,-53.959943,709,-0330,Y
A5A 1B7,NL,Clarenville,48.155907,-53.963184,709,-0330,Y
A5A 1B8,NL,Clarenville,48.164814,-53.985779,709,-0330,Y
A5A 1B9,NL,Clarenville,48.158551,-53.963354,709,-0330,Y
A5A 1C1,NL,Clarenville,48.161312,-53.961994,709,-0330,Y
A5A 1C2,NL,Clarenville,48.165485,-53.963835,709,-0330,Y
A5A 1C3,NL,Clarenville,48.149691,-53.951722,709,-0330,Y
A5A 1C4,NL,Clarenville,48.151042,-53.961093,709,-0330,Y
A5A 1C5,NL,Clarenville,48.151254,-53.957394,709,-0330,Y
A5A 1C6,NL,Clarenville,48.150622,-53.956066,709,-0330,Y
A5A 1C7,NL,Clarenville,48.148176,-53.952188,709,-0330,Y
A5A 1C8,NL,Clarenville,48.148807,-53.953192,709,-0330,Y
A5A 1C9,NL,Clarenville,48.144464,-53.944997,709,-0330,Y
A5A 1E1,NL,Clarenville,48.151042,-53.961093,709,-0330,Y
A5A 1E2,NL,Clarenville,48.148807,-53.953192,709,-0330,Y
A5A 1E3,NL,Clarenville,48.148392,-53.952523,709,-0330,Y
A5A 1E4,NL,Clarenville,48.157266,-53.966427,709,-0330,Y
A5A 1E5,NL,Clarenville,48.155517,-53.970011,709,-0330,Y
A5A 1E6,NL,Clarenville,48.160568,-53.962916,709,-0330,Y
A5A 1E7,NL,Clarenville,48.149097,-53.966023,709,-0330,Y
A5A 1E8,NL,Clarenville,48.146546,-53.950803,709,-0330,Y
A5A 1E9,NL,Clarenville,48.166154,-53.990788,709,-0330,Y
A5A 1G1,NL,Clarenville,48.14939,-53.957252,709,-0330,Y
A5A 1G2,NL,Clarenville,48.14939,-53.957252,709,-0330,Y
A5A 1G3,NL,Clarenville,48.179347,-53.96951,709,-0330,Y
A5A 1G4,NL,Clarenville,48.146546,-53.950803,709,-0330,Y
A5A 1G5,NL,Clarenville,48.146982,-53.949954,709,-0330,Y
A5A 1G6,NL,Clarenville,48.146546,-53.950803,709,-0330,Y
A5A 1G7,NL,Clarenville,48.158728,-53.9649,709,-0330,Y
A5A 1G8,NL,Clarenville,48.162495,-53.979587,709,-0330,Y
A5A 1G9,NL,Clarenville,48.153755,-53.964391,709,-0330,Y
A5A 1H1,NL,Clarenville,48.166317,-53.961421,709,-0330,Y
A5A 1H2,NL,Clarenville,48.175272,-53.965005,709,-0330,Y
A5A 1H3,NL,Clarenville,48.161946,-53.979338,709,-0330,Y
A5A 1H4,NL,Clarenville,48.162495,-53.979587,709,-0330,Y
A5A 1H5,NL,Clarenville,48.160704,-53.978847,709,-0330,Y
A5A 1H6,NL,Clarenville,48.150157,-53.963422,709,-0330,Y
A5A 1H7,NL,Clarenville,48.14862,-53.964637,709,-0330,Y
A5A 1H8,NL,Clarenville,48.149097,-53.966023,709,-0330,Y
A5A 1H9,NL,Clarenville,48.14862,-53.964637,709,-0330,Y
A5A 1J1,NL,Clarenville,48.163728,-53.968105,709,-0330,Y
A5A 1J2,NL,Clarenville,48.149098,-53.965633,709,-0330,Y
A5A 1J3,NL,Clarenville,48.149098,-53.965633,709,-0330,Y
A5A 1J4,NL,Clarenville,48.159365,-53.980979,709,-0330,Y
A5A 1J5,NL,Clarenville,48.165289,-53.961658,709,-0330,Y
A5A 1J6,NL,Clarenville,48.165576,-53.965153,709,-0330,Y
A5A 1J7,NL,Clarenville,48.165806,-53.960114,709,-0330,Y
A5A 1J8,NL,Clarenville,48.165503,-53.964101,709,-0330,Y
A5A 1J9,NL,Clarenville,48.159071,-53.967943,709,-0330,Y
A5A 1K1,NL,Clarenville,48.163532,-53.960433,709,-0330,Y
A5A 1K2,NL,Clarenville,48.166154,-53.990788,709,-0330,Y
A5A 1K3,NL,Clarenville,48.165744,-53.989245,709,-0330,Y
A5A 1K4,NL,Clarenville,48.165744,-53.989245,709,-0330,Y
A5A 1K5,NL,Clarenville,48.164199,-53.98364,709,-0330,Y
A5A 1K6,NL,Clarenville,48.166154,-53.990788,709,-0330,Y
A5A 1K7,NL,Clarenville,48.166154,-53.990788,709,-0330,Y
A5A 1K8,NL,Clarenville,48.154094,-53.962398,709,-0330,Y
A5A 1K9,NL,Clarenville,48.153553,-53.960818,709,-0330,Y
A5A 1L1,NL,Clarenville,48.153553,-53.960818,709,-0330,Y
A5A 1L2,NL,Clarenville,48.172445,-53.963321,709,-0330,Y
A5A 1L3,NL,Clarenville,48.167503,-53.960965,709,-0330,Y
A5A 1L4,NL,Clarenville,48.166591,-53.960724,709,-0330,Y
A5A 1L5,NL,Clarenville,48.165333,-53.959952,709,-0330,Y
A5A 1L6,NL,Clarenville,48.159615,-53.961519,709,-0330,Y
A5A 1L7,NL,Clarenville,48.158551,-53.963354,709,-0330,Y
A5A 1L8,NL,Clarenville,48.158162,-53.963426,709,-0330,Y
A5A 1L9,NL,Clarenville,48.156097,-53.96324,709,-0330,Y
A5A 1M1,NL,Clarenville,48.154384,-53.962697,709,-0330,Y
A5A 1M2,NL,Clarenville,48.172828,-53.964527,709,-0330,Y
A5A 1M3,NL,Clarenville,48.172828,-53.964527,709,-0330,Y
A5A 1M4,NL,Clarenville,48.172828,-53.964527,709,-0330,Y
A5A 1M5,NL,Clarenville,48.171541,-53.961049,709,-0330,Y
A5A 1M6,NL,Clarenville,48.165333,-53.959952,709,-0330,Y
A5A 1M7,NL,Clarenville,48.157443,-53.963382,709,-0330,Y
A5A 1M8,NL,Clarenville,48.155642,-53.963106,709,-0330,Y
A5A 1M9,NL,Clarenville,48.154384,-53.962697,709,-0330,Y
A5A 1N1,NL,Clarenville,48.154052,-53.962638,709,-0330,Y
A5A 1N2,NL,Clarenville,48.171996,-53.962011,709,-0330,Y
A5A 1N3,NL,Clarenville,48.181373,-53.9723,709,-0330,Y
A5A 1N4,NL,Clarenville,48.179133,-53.969156,709,-0330,Y
A5A 1N5,NL,Clarenville,48.169159,-53.963724,709,-0330,Y
A5A 1N6,NL,Clarenville,48.168247,-53.964559,709,-0330,Y
A5A 1N7,NL,Clarenville,48.167102,-53.965004,709,-0330,Y
A5A 1N8,NL,Clarenville,48.165575,-53.966288,709,-0330,Y
A5A 1N9,NL,Clarenville,48.164915,-53.967097,709,-0330,Y
A5A 1P1,NL,Clarenville,48.158826,-53.967687,709,-0330,Y
A5A 1P2,NL,Clarenville,48.157897,-53.967755,709,-0330,Y
A5A 1P3,NL,Clarenville,48.156452,-53.967631,709,-0330,Y
A5A 1P4,NL,Clarenville,48.155357,-53.966142,709,-0330,Y
A5A 1P5,NL,Clarenville,48.150452,-53.960911,709,-0330,Y
A5A 1P6,NL,Clarenville,48.181373,-53.9723,709,-0330,Y
A5A 1P7,NL,Clarenville,48.179133,-53.969156,709,-0330,Y
A5A 1P8,NL,Clarenville,48.171676,-53.963465,709,-0330,Y
A5A 1P9,NL,Clarenville,48.168247,-53.964559,709,-0330,Y
A5A 1R1,NL,Clarenville,48.167656,-53.964814,709,-0330,Y
A5A 1R2,NL,Clarenville,48.166273,-53.96561,709,-0330,Y
A5A 1R3,NL,Clarenville,48.165575,-53.966288,709,-0330,Y
A5A 1R4,NL,Clarenville,48.163728,-53.968105,709,-0330,Y
A5A 1R5,NL,Clarenville,48.160035,-53.967892,709,-0330,Y
A5A 1R6,NL,Clarenville,48.158826,-53.967687,709,-0330,Y
A5A 1R7,NL,Clarenville,48.157639,-53.967786,709,-0330,Y
A5A 1R8,NL,Clarenville,48.156452,-53.967631,709,-0330,Y
A5A 1R9,NL,Clarenville,48.153039,-53.962485,709,-0330,Y
A5A 1S2,NL,Clarenville,48.15199,-53.961855,709,-0330,Y
A5A 1S3,NL,Clarenville,48.150452,-53.960911,709,-0330,Y
A5A 1S4,NL,Clarenville,48.149834,-53.952431,709,-0330,Y
A5A 1S5,NL,Clarenville,48.157368,-53.967768,709,-0330,Y
A5A 1S6,NL,Clarenville,48.157087,-53.968838,709,-0330,Y
A5A 1S7,NL,Clarenville,48.157087,-53.968838,709,-0330,Y
A5A 1S8,NL,Clarenville,48.157087,-53.968838,709,-0330,Y
A5A 1S9,NL,Clarenville,48.147126,-53.960087,709,-0330,Y
A5A 1T1,NL,Clarenville,48.170111,-53.964155,709,-0330,Y
A5A 1T2,NL,Clarenville,48.149099,-53.950923,709,-0330,Y
A5A 1T3,NL,Clarenville,48.148392,-53.952523,709,-0330,Y
A5A 1T4,NL,Clarenville,48.149099,-53.950923,709,-0330,Y
A5A 1T5,NL,Clarenville,48.164925,-53.989937,709,-0330,Y
A5A 1T6,NL,Clarenville,48.166273,-53.96561,709,-0330,Y
A5A 1T7,NL,Clarenville,48.160601,-53.961901,709,-0330,Y
A5A 1T8,NL,Clarenville,48.160601,-53.961901,709,-0330,Y
A5A 1V2,NL,Clarenville,48.165342,-53.968669,709,-0330,Y
A5A 1V3,NL,Clarenville,48.149474,-53.956296,709,-0330,Y
A5A 1V4,NL,Clarenville,48.148496,-53.954761,709,-0330,Y
A5A 1V5,NL,Clarenville,48.14982,-53.956464,709,-0330,Y
A5A 1V6,NL,Clarenville,48.157462,-53.973037,709,-0330,Y
A5A 1V7,NL,Clarenville,48.148022,-53.971057,709,-0330,Y
A5A 1V8,NL,Clarenville,48.158599,-53.971994,709,-0330,Y
A5A 1V9,NL,Clarenville,48.157562,-53.969927,709,-0330,Y
A5A 1W1,NL,Clarenville,48.177848,-53.969343,709,-0330,Y
A5A 1W2,NL,Clarenville,48.148176,-53.952188,709,-0330,Y
A5A 1W3,NL,Clarenville,48.147167,-53.956769,709,-0330,Y
A5A 1W4,NL,Clarenville,48.148176,-53.952188,709,-0330,Y
A5A 1W5,NL,Clarenville,48.14728,-53.951303,709,-0330,Y
A5A 1W6,NL,Clarenville,48.159415,-53.96296,709,-0330,Y
A5A 1W7,NL,Clarenville,48.153553,-53.960925,709,-0330,Y
A5A 1W8,NL,Clarenville,48.151181,-53.958659,709,-0330,Y
A5A 1W9,NL,Clarenville,48.157443,-53.963382,709,-0330,Y
A5A 1X1,NL,Clarenville,48.170674,-53.961796,709,-0330,Y
A5A 1X2,NL,Clarenville,48.170674,-53.961796,709,-0330,Y
A5A 1X4,NL,Clarenville,48.150471,-53.953194,709,-0330,Y
A5A 1X5,NL,Clarenville,48.171972,-53.962435,709,-0330,Y
A5A 1X6,NL,Clarenville,48.171972,-53.962435,709,-0330,Y
A5A 1X7,NL,Clarenville,48.167575,-53.960956,709,-0330,Y
A5A 1X8,NL,Clarenville,48.167575,-53.960956,709,-0330,Y
A5A 1X9,NL,Clarenville,48.168126,-53.9647,709,-0330,Y
A5A 1Y1,NL,Clarenville,48.16203,-53.977847,709,-0330,Y
A5A 1Y2,NL,Clarenville,48.164723,-53.992521,709,-0330,Y
A5A 1Y3,NL,Clarenville,48.145453,-53.961121,709,-0330,Y
A5A 1Y4,NL,Clarenville,48.145453,-53.961121,709,-0330,Y
A5A 1Y5,NL,Clarenville,48.160174,-53.976388,709,-0330,Y
A5A 1Y6,NL,Clarenville,48.160174,-53.976388,709,-0330,Y
A5A 1Y7,NL,Clarenville,48.159617,-53.980534,709,-0330,Y
A5A 1Y8,NL,Clarenville,48.159617,-53.980534,709,-0330,Y
A5A 1Y9,NL,Clarenville,48.162881,-53.979287,709,-0330,Y
A5A 1Z1,NL,Clarenville,48.164211,-53.967178,709,-0330,Y
A5A 1Z2,NL,Clarenville,48.149914,-53.967403,709,-0330,Y
A5A 1Z3,NL,Clarenville,48.149263,-53.968571,709,-0330,Y
A5A 1Z4,NL,Clarenville,48.150746,-53.965604,709,-0330,Y
A5A 1Z5,NL,Clarenville,48.150944,-53.962567,709,-0330,Y
A5A 1Z6,NL,Clarenville,48.15125,-53.96207,709,-0330,Y
A5A 1Z7,NL,Clarenville,48.161378,-53.96775,709,-0330,Y
A5A 1Z8,NL,Clarenville,48.15531,-53.967605,709,-0330,Y
A5A 1Z9,NL,Clarenville,48.160295,-53.966701,709,-0330,Y
A5A 2A1,NL,Clarenville,48.159559,-53.967514,709,-0330,Y
A5A 2A2,NL,Clarenville,48.158394,-53.965277,709,-0330,Y
A5A 2A3,NL,Clarenville,48.158236,-53.964735,709,-0330,Y
A5A 2A4,NL,Clarenville,48.159046,-53.966663,709,-0330,Y
A5A 2A5,NL,Clarenville,48.158394,-53.965277,709,-0330,Y
A5A 2A6,NL,Clarenville,48.148046,-53.959946,709,-0330,Y
A5A 2A7,NL,Clarenville,48.148046,-53.959946,709,-0330,Y
A5A 2A8,NL,Clarenville,48.148046,-53.959946,709,-0330,Y
A5A 2A9,NL,Clarenville,48.166904,-53.966732,709,-0330,Y
A5A 2B1,NL,Clarenville,48.157639,-53.967786,709,-0330,Y
A5A 2B2,NL,Clarenville,48.170269,-53.960524,709,-0330,Y
A5A 2B3,NL,Clarenville,48.163354,-54.04613,709,-0330,Y
A5A 2B4,NL,Clarenville,48.161298,-53.978165,709,-0330,Y
A5A 2B5,NL,Clarenville,48.165576,-53.965153,709,-0330,Y
A5A 2B6,NL,Clarenville,48.157931,-53.967151,709,-0330,Y
A5A 2B7,NL,Clarenville,48.159744,-53.96425,709,-0330,Y
A5A 2B8,NL,Clarenville,48.168626,-53.967984,709,-0330,Y
A5A 2B9,NL,Clarenville,48.157368,-53.967768,709,-0330,Y
A5A 2C1,NL,Clarenville,48.18082,-53.985805,709,-0330,Y
A5A 2C2,NL,Clarenville,48.18082,-53.985805,709,-0330,Y
A5A 2C3,NL,Clarenville,48.165473,-53.988218,709,-0330,Y
A5A 2C4,NL,Clarenville,48.169861,-53.985079,709,-0330,Y
A5A 3A1,NL,Clarenville,48.168229,-53.964558,709,-0330,Y
A5A 3A2,NL,Clarenville,48.168229,-53.964558,709,-0330,Y
A5A 4A1,NL,Clarenville,48.205301,-53.962485,709,-0330,Y
A5A 4A2,NL,Clarenville,48.20376,-53.961522,709,-0330,Y
A5A 4A3,NL,Clarenville,48.187301,-53.976209,709,-0330,Y
A5A 4A4,NL,Clarenville,48.187731,-53.973285,709,-0330,Y
A5A 4A5,NL,Clarenville,48.187868,-53.972636,709,-0330,Y
A5A 4A6,NL,Clarenville,48.187957,-53.972259,709,-0330,Y
A5A 4A7,NL,Clarenville,48.189015,-53.970414,709,-0330,Y
A5A 4A8,NL,Clarenville,48.192449,-53.968643,709,-0330,Y
A5A 4A9,NL,Clarenville,48.19425,-53.967193,709,-0330,Y
A5A 4B1,NL,Clarenville,48.204755,-53.95877,709,-0330,Y
A5A 4B2,NL,Clarenville,48.205647,-53.95883,709,-0330,Y
A5A 4B3,NL,Clarenville,48.206809,-53.959476,709,-0330,Y
A5A 4B4,NL,Clarenville,48.186952,-53.97717,709,-0330,Y
A5A 4B5,NL,Clarenville,48.187868,-53.972636,709,-0330,Y
A5A 4B6,NL,Clarenville,48.192449,-53.968643,709,-0330,Y
A5A 4B7,NL,Clarenville,48.192449,-53.968643,709,-0330,Y
A5A 4B8,NL,Clarenville,48.193162,-53.968446,709,-0330,Y
A5A 4B9,NL,Clarenville,48.19425,-53.967193,709,-0330,Y
A5A 4C1,NL,Clarenville,48.199171,-53.962939,709,-0330,Y
A5A 4C2,NL,Clarenville,48.202327,-53.961277,709,-0330,Y
A5A 4C3,NL,Clarenville,48.203394,-53.96002,709,-0330,Y
A5A 4C4,NL,Clarenville,48.20408,-53.959251,709,-0330,Y
A5A 4C5,NL,Clarenville,48.185922,-53.985319,709,-0330,Y
A5A 4C8,NL,Clarenville,48.20547,-53.958808,709,-0330,Y
A5A 4C9,NL,Clarenville,48.188008,-53.973558,709,-0330,Y
A5A 4E1,NL,Clarenville,48.184431,-53.985783,709,-0330,Y
A5A 4E2,NL,Clarenville,48.192449,-53.968643,709,-0330,Y
A5A 4E3,NL,Clarenville,48.181328,-53.987436,709,-0330,Y
A5A 4E4,NL,Clarenville,48.18802,-53.975624,709,-0330,Y
A5A 4E5,NL,Clarenville,48.18802,-53.975624,709,-0330,Y
A5A 4E6,NL,Clarenville,48.181977,-53.986311,709,-0330,Y
A5A 4E7,NL,Clarenville,48.188374,-53.978397,709,-0330,Y
A5A 4E8,NL,Clarenville,48.188374,-53.978397,709,-0330,Y
A5A 4E9,NL,Clarenville,48.186952,-53.97717,709,-0330,Y
A5A 4G1,NL,Clarenville,48.187448,-53.97862,709,-0330,Y
A5A 4G2,NL,Clarenville,48.188433,-53.97234,709,-0330,Y
A5A 4G3,NL,Clarenville,48.188916,-53.974646,709,-0330,Y
A5A 4G5,NL,Clarenville,48.19102,-53.968215,709,-0330,Y
A5A 4G6,NL,Clarenville,48.188765,-53.97733,709,-0330,Y
A5A 4G7,NL,Clarenville,48.188765,-53.97733,709,-0330,Y
A5A 4G8,NL,Clarenville,48.188765,-53.97733,709,-0330,Y
A5A 4G9,NL,Clarenville,48.189362,-53.97837,709,-0330,Y
A5A 4H1,NL,Clarenville,48.186886,-53.993594,709,-0330,Y
A5A 4H2,NL,Clarenville,48.185561,-53.992985,709,-0330,Y
A5A 4H3,NL,Clarenville,48.185961,-53.982632,709,-0330,Y
A5A 4H5,NL,Clarenville,48.186502,-53.977871,709,-0330,Y
A5A 4H6,NL,Clarenville,48.186502,-53.977871,709,-0330,Y
A5A 4H7,NL,Clarenville,48.186253,-53.978448,709,-0330,Y
A5A 4H8,NL,Clarenville,48.186253,-53.978448,709,-0330,Y
A5A 4H9,NL,Clarenville,48.185354,-53.980832,709,-0330,Y
A5A 4J1,NL,Clarenville,48.184367,-53.982807,709,-0330,Y
A5A 4J2,NL,Clarenville,48.184202,-53.985354,709,-0330,Y
A5A 4J3,NL,Clarenville,48.183262,-53.986887,709,-0330,Y
A5A 4J4,NL,Clarenville,48.182741,-53.979387,709,-0330,Y
A5A 4J6,NL,Clarenville,48.185605,-53.979837,709,-0330,Y
A5A 4J7,NL,Clarenville,48.186274,-53.980603,709,-0330,Y
A5A 4J8,NL,Clarenville,48.19425,-53.967193,709,-0330,Y
A5A 4J9,NL,Clarenville,48.181991,-53.976393,709,-0330,Y
A5A 4K1,NL,Clarenville,48.185824,-54.000578,709,-0330,Y
A5A 4K2,NL,Clarenville,48.185893,-53.994104,709,-0330,Y
A5A 4K3,NL,Clarenville,48.185893,-53.994104,709,-0330,Y
A5A 4K4,NL,Clarenville,48.185893,-53.994104,709,-0330,Y
A5A 4K5,NL,Clarenville,48.185561,-53.992985,709,-0330,Y
A5A 4K6,NL,Clarenville,48.184593,-53.989696,709,-0330,Y
A5A 4K7,NL,Clarenville,48.185824,-54.000578,709,-0330,Y
A5A 4K8,NL,Clarenville,48.185561,-53.992985,709,-0330,Y
A5A 4K9,NL,Clarenville,48.18522,-53.991829,709,-0330,Y
A5A 4L1,NL,Clarenville,48.184593,-53.989696,709,-0330,Y
A5A 4L2,NL,Clarenville,48.192568,-53.967753,709,-0330,Y
A5A 4L3,NL,Clarenville,48.191442,-53.966046,709,-0330,Y
A5A 4L4,NL,Clarenville,48.185354,-53.980832,709,-0330,Y
A5A 4L5,NL,Clarenville,48.204512,-53.958855,709,-0330,Y
A5A 4L6,NL,Clarenville,48.202189,-53.961392,709,-0330,Y
A5A 4L7,NL,Clarenville,48.202189,-53.961392,709,-0330,Y
A5A 4L8,NL,Clarenville,48.202536,-53.962751,709,-0330,Y
A5A 4L9,NL,Clarenville,48.202536,-53.962751,709,-0330,Y
A5A 4M1,NL,Clarenville,48.197289,-53.964886,709,-0330,Y
A5A 4M3,NL,Clarenville,48.184467,-53.995642,709,-0330,Y
A5A 4M4,NL,Clarenville,48.191995,-53.967678,709,-0330,Y
A5A 4M5,NL,Clarenville,48.186062,-53.986498,709,-0330,Y
A5A 4M6,NL,Clarenville,48.186062,-53.986498,709,-0330,Y
A5A 4M7,NL,Clarenville,48.18868,-53.971579,709,-0330,Y
A5A 4M8,NL,Clarenville,48.189846,-53.970427,709,-0330,Y
A5A 4M9,NL,Clarenville,48.185262,-53.991982,709,-0330,Y
A5A 4N1,NL,Clarenville,48.183532,-53.993105,709,-0330,Y
A5A 4N2,NL,Clarenville,48.183202,-53.991956,709,-0330,Y
A5A 4N3,NL,Clarenville,48.185311,-53.992146,709,-0330,Y
A5A 4N4,NL,Clarenville,48.188776,-53.970669,709,-0330,Y
A5A 4N5,NL,Clarenville,48.204378,-53.958484,709,-0330,Y
A5A 4N6,NL,Clarenville,48.186045,-53.990968,709,-0330,Y
A5A 4N7,NL,Clarenville,48.207027,-53.956608,709,-0330,Y
A5A 4N8,NL,Clarenville,48.187778,-53.979464,709,-0330,Y
A5A 4N9,NL,Clarenville,48.187778,-53.979464,709,-0330,Y
A5A 4P1,NL,Clarenville,48.18491,-53.988382,709,-0330,Y
A5A 4P2,NL,Clarenville,48.181986,-53.984152,709,-0330,Y
A5A 4P3,NL,Clarenville,48.184698,-53.99006,709,-0330,Y
A5A 4P4,NL,Clarenville,48.192708,-53.968609,709,-0330,Y
A5A 4P5,NL,Clarenville,48.180451,-53.992053,709,-0330,Y
A5A 4P6,NL,Clarenville,48.180451,-53.992053,709,-0330,Y
A5A 4R1,NL,Clarenville,48.18082,-53.985805,709,-0330,Y
A5A 4R2,NL,Clarenville,48.18082,-53.985805,709,-0330,Y
A8A 0A1,NL,Deer Lake,49.181328,-57.421258,709,-0330,Y
A8A 0A2,NL,Deer Lake,49.183921,-57.448064,709,-0330,Y
A8A 0A3,NL,Deer Lake,49.298116,-57.424194,709,-0330,Y
A8A 0A4,NL,Deer Lake,49.180586,-57.46906,709,-0330,Y
A8A 0A5,NL,Deer Lake,49.182289,-57.468188,709,-0330,Y
A8A 0A6,NL,Deer Lake,49.181607,-57.411518,709,-0330,Y
A8A 0A7,NL,Deer Lake,49.178464,-57.437957,709,-0330,Y
A8A 0A8,NL,Deer Lake,49.182163,-57.440481,709,-0330,Y
A8A 0A9,NL,Deer Lake,49.182163,-57.440481,709,-0330,Y
A8A 0B1,NL,Deer Lake,49.212822,-57.392152,709,-0330,Y
A8A 0B2,NL,Deer Lake,49.212822,-57.392152,709,-0330,Y
A8A 0B3,NL,Reidville,49.210986,-57.437069,709,-0330,Y
A8A 0B4,NL,Reidville,49.298116,-57.424194,709,-0330,Y
A8A 0B5,NL,Deer Lake,49.182945,-57.436597,709,-0330,Y
A8A 0B6,NL,Deer Lake,49.191858,-57.455337,709,-0330,Y
A8A 0B7,NL,Deer Lake,49.183901,-57.467792,709,-0330,Y
A8A 0B8,NL,Deer Lake,49.184642,-57.468145,709,-0330,Y
A8A 0B9,NL,Deer Lake,49.184642,-57.468145,709,-0330,Y
A8A 0C1,NL,Deer Lake,49.17569,-57.42541,709,-0330,Y
A8A 0C3,NL,Deer Lake,49.191858,-57.455337,709,-0330,Y
A8A 0C4,NL,Deer Lake,49.182454,-57.405887,709,-0330,Y
A8A 0C5,NL,Reidville,49.199621,-57.427728,709,-0330,Y
A8A 0C6,NL,Deer Lake,49.17569,-57.42541,709,-0330,Y
A8A 0C7,NL,Deer Lake,49.17569,-57.42541,709,-0330,Y
A8A 0C8,NL,Deer Lake,49.193018,-57.456377,709,-0330,Y
A8A 0C9,NL,Bonne Bay Pond,49.166539,-57.42891,709,-0330,Y
A8A 0E1,NL,Deer Lake,49.177323,-57.412638,709,-0330,Y
A8A 0E2,NL,Deer Lake,49.177323,-57.412638,709,-0330,Y
A8A 0E3,NL,Reidville,49.17569,-57.42541,709,-0330,Y
A8A 0E4,NL,Reidville,49.184183,-57.443825,709,-0330,Y
A8A 0E5,NL,Reidville,49.184183,-57.443825,709,-0330,Y
A8A 0E6,NL,Cormack,49.298946,-57.387138,709,-0330,Y
A8A 0E7,NL,Deer Lake,49.17569,-57.42541,709,-0330,Y
A8A 0E8,NL,Deer Lake,49.186913,-57.420526,709,-0330,Y
A8A 0E9,NL,Deer Lake,49.186913,-57.420526,709,-0330,Y
A8A 0G2,NL,Reidville,49.199621,-57.427728,709,-0330,Y
A8A 0G3,NL,Deer Lake,49.17569,-57.42541,709,-0330,Y
A8A 0G4,NL,Deer Lake,49.17569,-57.42541,709,-0330,Y
A8A 0G5,NL,Deer Lake,49.186913,-57.420526,709,-0330,Y
A8A 0G6,NL,Deer Lake,49.17569,-57.42541,709,-0330,Y
A8A 0G7,NL,Reidville,49.199621,-57.427728,709,-0330,Y
A8A 0H1,NL,Deer Lake,49.17569,-57.42541,709,-0330,Y
A8A 0H2,NL,Deer Lake,49.17569,-57.42541,709,-0330,Y
A8A 0H5,NL,Bonne Bay Pond,49.166539,-57.42891,709,-0330,Y
A8A 0H8,NL,Deer Lake,49.17569,-57.42541,709,-0330,Y
A8A 0H9,NL,Deer Lake,49.17569,-57.42541,709,-0330,Y
A8A 0J1,NL,Cormack,49.298946,-57.387138,709,-0330,Y
A8A 0J2,NL,Reidville,49.199621,-57.427728,709,-0330,Y
A8A 0J3,NL,Reidville,49.199621,-57.427728,709,-0330,Y
A8A 1A1,NL,Deer Lake,49.180073,-57.410382,709,-0330,Y
A8A 1A2,NL,Deer Lake,49.177235,-57.406531,709,-0330,Y
A8A 1A3,NL,Deer Lake,49.179776,-57.40984,709,-0330,Y
A8A 1A4,NL,Deer Lake,49.181142,-57.408644,709,-0330,Y
A8A 1A6,NL,Deer Lake,49.187426,-57.448114,709,-0330,Y
A8A 1A7,NL,Deer Lake,49.187426,-57.448114,709,-0330,Y
